name,symbol,market
금호에이치티,214330.KS,KOSPI
파로스아이바이오,388870.KQ,KOSDAQ
진로발효,018120.KQ,KOSDAQ
지아이에스,306620.KQ,KOSDAQ
위더스제약,330350.KQ,KOSDAQ
풍국주정,023900.KQ,KOSDAQ
DRB동일,004840.KS,KOSPI
케이알엠,093640.KQ,KOSDAQ
종근당바이오,063160.KS,KOSPI
현대코퍼레이션홀딩스,227840.KS,KOSPI
엣지파운드리,105550.KQ,KOSDAQ
티에스아이,277880.KQ,KOSDAQ
로젠,033290.KQ,KOSDAQ
인천도시가스,034590.KS,KOSPI
고바이오랩,348150.KQ,KOSDAQ
인지컨트롤스,023800.KS,KOSPI
디이엔티,079810.KQ,KOSDAQ
세운메디칼,100700.KQ,KOSDAQ
제이아이테크,417500.KQ,KOSDAQ
유니켐,011330.KS,KOSPI
초록뱀미디어,047820.KQ,KOSDAQ
JW신약,067290.KQ,KOSDAQ
광전자,017900.KS,KOSPI
대영포장,014160.KS,KOSPI
HLB바이오스텝,278650.KQ,KOSDAQ
진흥기업,002780.KS,KOSPI
동국생명과학,303810.KQ,KOSDAQ
빅텍,065450.KQ,KOSDAQ
수산세보틱스,017550.KS,KOSPI
인바이오젠,101140.KS,KOSPI
케이씨에스,115500.KQ,KOSDAQ
KT지니뮤직,043610.KQ,KOSDAQ
안국약품,001540.KQ,KOSDAQ
동남합성,023450.KS,KOSPI
STX,011810.KS,KOSPI
핑거,163730.KQ,KOSDAQ
네오이뮨텍,950220.KQ,KOSDAQ
HLB글로벌,003580.KS,KOSPI
엠투아이,347890.KQ,KOSDAQ
CJ 바이오사이언스,311690.KQ,KOSDAQ
유한양행우,000105.KS,KOSPI
동국S&C,100130.KQ,KOSDAQ
러셀,217500.KQ,KOSDAQ
이브이첨단소재,131400.KQ,KOSDAQ
일성건설,013360.KS,KOSPI
아비코전자,036010.KQ,KOSDAQ
하이로닉,149980.KQ,KOSDAQ
컴퍼니케이,307930.KQ,KOSDAQ
샌즈랩,411080.KQ,KOSDAQ
크라운제과,264900.KS,KOSPI
고스트스튜디오,950190.KQ,KOSDAQ
삼성공조,006660.KS,KOSPI
휴먼테크놀로지,175140.KQ,KOSDAQ
한빛레이저,452190.KQ,KOSDAQ
엠게임,058630.KQ,KOSDAQ
삼익악기,002450.KS,KOSPI
RF시스템즈,474610.KQ,KOSDAQ
엠오티,413390.KQ,KOSDAQ
페이퍼코리아,001020.KS,KOSPI
위지윅스튜디오,299900.KQ,KOSDAQ
티쓰리,204610.KQ,KOSDAQ
삼성출판사,068290.KS,KOSPI
스톤브릿지벤처스,330730.KQ,KOSDAQ
삼륭물산,014970.KQ,KOSDAQ
성창기업지주,000180.KS,KOSPI
성도이엔지,037350.KQ,KOSDAQ
태웅로직스,124560.KQ,KOSDAQ
솔본,035610.KQ,KOSDAQ
상상인,038540.KQ,KOSDAQ
HC보광산업,225530.KQ,KOSDAQ
지니너스,389030.KQ,KOSDAQ
테라젠이텍스,066700.KQ,KOSDAQ
팅크웨어,084730.KQ,KOSDAQ
모티브링크,463480.KQ,KOSDAQ
라온시큐어,042510.KQ,KOSDAQ
에이테크솔루션,071670.KQ,KOSDAQ
포니링크,064800.KQ,KOSDAQ
수젠텍,253840.KQ,KOSDAQ
코스텍시스,355150.KQ,KOSDAQ
코닉오토메이션,391710.KQ,KOSDAQ
엔지켐생명과학,183490.KQ,KOSDAQ
다원시스,068240.KQ,KOSDAQ
AK홀딩스,006840.KS,KOSPI
동아화성,041930.KQ,KOSDAQ
드림어스컴퍼니,060570.KQ,KOSDAQ
CJ씨푸드,011150.KS,KOSPI
황금에스티,032560.KS,KOSPI
중앙에너비스,000440.KQ,KOSDAQ
크라운해태홀딩스,005740.KS,KOSPI
알트,459550.KQ,KOSDAQ
미래에셋글로벌리츠,396690.KS,KOSPI
동일고무벨트,163560.KS,KOSPI
KC코트렐,119650.KS,KOSPI
삼아제약,009300.KQ,KOSDAQ
딥노이드,315640.KQ,KOSDAQ
아남전자,008700.KS,KOSPI
TP,007980.KS,KOSPI
라파스,214260.KQ,KOSDAQ
NI스틸,008260.KS,KOSPI
에이치피오,357230.KQ,KOSDAQ
에이치엠넥스,036170.KQ,KOSDAQ
SG세계물산,004060.KS,KOSPI
씨티씨바이오,060590.KQ,KOSDAQ
KTis,058860.KS,KOSPI
엔브이에이치코리아,067570.KQ,KOSDAQ
케이옥션,102370.KQ,KOSDAQ
신일전자,002700.KS,KOSPI
휴비츠,065510.KQ,KOSDAQ
엔에프씨,265740.KQ,KOSDAQ
디케이락,105740.KQ,KOSDAQ
삼기에너지솔루션즈,419050.KQ,KOSDAQ
대보마그네틱,290670.KQ,KOSDAQ
미스터블루,207760.KQ,KOSDAQ
휴비스,079980.KS,KOSPI
지아이텍,382480.KQ,KOSDAQ
이닉스,452400.KQ,KOSDAQ
코츠테크놀로지,448710.KQ,KOSDAQ
씨씨에스,066790.KQ,KOSDAQ
지엠비코리아,013870.KS,KOSPI
셀리드,299660.KQ,KOSDAQ
국제약품,002720.KS,KOSPI
에스트래픽,234300.KQ,KOSDAQ
GS우,078935.KS,KOSPI
대성파인텍,104040.KQ,KOSDAQ
리드코프,012700.KQ,KOSDAQ
온코크로스,382150.KQ,KOSDAQ
포바이포,389140.KQ,KOSDAQ
크레오에스지,040350.KQ,KOSDAQ
덱스터,206560.KQ,KOSDAQ
유라테크,048430.KQ,KOSDAQ
에이에스텍,453860.KQ,KOSDAQ
크리스탈신소재,900250.KQ,KOSDAQ
CG인바이츠,083790.KQ,KOSDAQ
비아트론,141000.KQ,KOSDAQ
서원인텍,093920.KQ,KOSDAQ
아셈스,136410.KQ,KOSDAQ
지오엘리먼트,311320.KQ,KOSDAQ
비트플래닛,049470.KQ,KOSDAQ
우리바이오,082850.KQ,KOSDAQ
조흥,002600.KS,KOSPI
에르코스,435570.KQ,KOSDAQ
CS홀딩스,000590.KS,KOSPI
이니텍,053350.KQ,KOSDAQ
아이비김영,339950.KQ,KOSDAQ
아미코젠,092040.KQ,KOSDAQ
에이프로젠바이오로직스,003060.KS,KOSPI
대한뉴팜,054670.KQ,KOSDAQ
삼호개발,010960.KS,KOSPI
포커스에이아이,331380.KQ,KOSDAQ
동일산업,004890.KS,KOSPI
가온그룹,078890.KQ,KOSDAQ
삼원강재,023000.KS,KOSPI
크리스에프앤씨,110790.KQ,KOSDAQ
대원미디어,048910.KQ,KOSDAQ
두산퓨얼셀1우,33626K.KS,KOSPI
아이에스티이,212710.KQ,KOSDAQ
스톰테크,352090.KQ,KOSDAQ
세원물산,024830.KQ,KOSDAQ
영보화학,014440.KS,KOSPI
대정화금,120240.KQ,KOSDAQ
제이스텍,090470.KQ,KOSDAQ
삐아,451250.KQ,KOSDAQ
씨케이솔루션,480370.KS,KOSPI
현대공업,170030.KQ,KOSDAQ
유일에너테크,340930.KQ,KOSDAQ
유니테크노,241690.KQ,KOSDAQ
KNN,058400.KQ,KOSDAQ
삼진식품,0013V0.KQ,KOSDAQ
팜젠사이언스,004720.KS,KOSPI
위닉스,044340.KQ,KOSDAQ
서한,011370.KQ,KOSDAQ
자이언트스텝,289220.KQ,KOSDAQ
푸른기술,094940.KQ,KOSDAQ
제일연마,001560.KS,KOSPI
파라택시스코리아,288330.KQ,KOSDAQ
대림바스,005750.KS,KOSPI
하이딥,365590.KQ,KOSDAQ
마이크로투나노,424980.KQ,KOSDAQ
노랑풍선,104620.KQ,KOSDAQ
중앙백신,072020.KQ,KOSDAQ
화천기공,000850.KS,KOSPI
정상제이엘에스,040420.KQ,KOSDAQ
동인기연,111380.KS,KOSPI
화일약품,061250.KQ,KOSDAQ
지슨,446840.KQ,KOSDAQ
리메드,302550.KQ,KOSDAQ
예스24,053280.KQ,KOSDAQ
아크솔루션스,203690.KQ,KOSDAQ
노을,376930.KQ,KOSDAQ
창해에탄올,004650.KQ,KOSDAQ
스튜디오미르,408900.KQ,KOSDAQ
NHN벅스,104200.KQ,KOSDAQ
위드텍,348350.KQ,KOSDAQ
화성밸브,039610.KQ,KOSDAQ
비트컴퓨터,032850.KQ,KOSDAQ
탑코미디어,134580.KQ,KOSDAQ
HC홈센타,060560.KQ,KOSDAQ
까뮤이앤씨,013700.KS,KOSPI
블랙야크아이앤씨,478560.KQ,KOSDAQ
케이엔더블유,105330.KQ,KOSDAQ
신신제약,002800.KQ,KOSDAQ
세종텔레콤,036630.KQ,KOSDAQ
인크로스,216050.KQ,KOSDAQ
제이엔케이글로벌,126880.KQ,KOSDAQ
내츄럴엔도텍,168330.KQ,KOSDAQ
코리아나,027050.KQ,KOSDAQ
에이치시티,072990.KQ,KOSDAQ
위츠,459100.KQ,KOSDAQ
부산산업,011390.KS,KOSPI
폴라리스AI파마,041910.KQ,KOSDAQ
나이스디앤비,130580.KQ,KOSDAQ
부국증권우,001275.KS,KOSPI
태양금속,004100.KS,KOSPI
태경케미컬,006890.KS,KOSPI
남화산업,111710.KQ,KOSDAQ
대성창투,027830.KQ,KOSDAQ
남광토건,001260.KS,KOSPI
영화테크,265560.KQ,KOSDAQ
샤페론,378800.KQ,KOSDAQ
와이엠텍,273640.KQ,KOSDAQ
링네트,042500.KQ,KOSDAQ
메가터치,446540.KQ,KOSDAQ
레이,228670.KQ,KOSDAQ
한울소재과학,091440.KQ,KOSDAQ
이건홀딩스,039020.KQ,KOSDAQ
큐라티스,348080.KQ,KOSDAQ
SK이노베이션우,096775.KS,KOSPI
세코닉스,053450.KQ,KOSDAQ
오파스넷,173130.KQ,KOSDAQ
팬스타엔터프라이즈,054300.KQ,KOSDAQ
엑스페릭스,317770.KQ,KOSDAQ
참좋은여행,094850.KQ,KOSDAQ
한국선재,025550.KQ,KOSDAQ
신테카바이오,226330.KQ,KOSDAQ
레이언스,228850.KQ,KOSDAQ
한국내화,010040.KS,KOSPI
나무기술,242040.KQ,KOSDAQ
지엘팜텍,204840.KQ,KOSDAQ
인성정보,033230.KQ,KOSDAQ
씨티케이,260930.KQ,KOSDAQ
인팩,023810.KS,KOSPI
키스트론,475430.KQ,KOSDAQ
에어레인,163280.KQ,KOSDAQ
정다운,208140.KQ,KOSDAQ
엔케이,085310.KS,KOSPI
녹십자엠에스,142280.KQ,KOSDAQ
위메이드플레이,123420.KQ,KOSDAQ
코렌텍,104540.KQ,KOSDAQ
HRS,036640.KQ,KOSDAQ
폴라리스세원,234100.KQ,KOSDAQ
NH프라임리츠,338100.KS,KOSPI
엔바이오니아,317870.KQ,KOSDAQ
센코,347000.KQ,KOSDAQ
셀루메드,049180.KQ,KOSDAQ
레이저옵텍,199550.KQ,KOSDAQ
삼정펄프,009770.KS,KOSPI
피제이메탈,128660.KQ,KOSDAQ
SGC E&C,016250.KQ,KOSDAQ
FSN,214270.KQ,KOSDAQ
트루엔,417790.KQ,KOSDAQ
아진엑스텍,059120.KQ,KOSDAQ
시공테크,020710.KQ,KOSDAQ
APS,054620.KQ,KOSDAQ
KX하이텍,052900.KQ,KOSDAQ
세토피아,222810.KQ,KOSDAQ
한국특강,007280.KS,KOSPI
에이텍,045660.KQ,KOSDAQ
아이큐어,175250.KQ,KOSDAQ
퀀타매트릭스,317690.KQ,KOSDAQ
제이스코홀딩스,023440.KQ,KOSDAQ
제일엠앤에스,412540.KQ,KOSDAQ
무림페이퍼,009200.KS,KOSPI
에너토크,019990.KQ,KOSDAQ
부방,014470.KQ,KOSDAQ
위지트,036090.KQ,KOSDAQ
모나리자,012690.KS,KOSPI
서남,294630.KQ,KOSDAQ
우리넷,115440.KQ,KOSDAQ
데이타솔루션,263800.KQ,KOSDAQ
신송홀딩스,006880.KS,KOSPI
유니크,011320.KQ,KOSDAQ
삼부토건,001470.KS,KOSPI
이엘씨,041520.KQ,KOSDAQ
진양산업,003780.KS,KOSPI
NPX,222160.KQ,KOSDAQ
사조오양,006090.KS,KOSPI
유비벨록스,089850.KQ,KOSDAQ
흥국에프엔비,189980.KQ,KOSDAQ
상상인증권,001290.KS,KOSPI
제이씨현시스템,033320.KQ,KOSDAQ
동방아그로,007590.KS,KOSPI
한솔로지스틱스,009180.KS,KOSPI
옵티팜,153710.KQ,KOSDAQ
아이엠티,451220.KQ,KOSDAQ
다보링크,340360.KQ,KOSDAQ
에이프로,262260.KQ,KOSDAQ
삼일씨엔에스,004440.KS,KOSPI
동방선기,099410.KQ,KOSDAQ
엔젯,419080.KQ,KOSDAQ
보락,002760.KS,KOSPI
아모레퍼시픽홀딩스우,002795.KS,KOSPI
다원넥스뷰,323350.KQ,KOSDAQ
잉크테크,049550.KQ,KOSDAQ
한화솔루션우,009835.KS,KOSPI
우원개발,046940.KQ,KOSDAQ
아이씨디,040910.KQ,KOSDAQ
비투엔,307870.KQ,KOSDAQ
한컴라이프케어,372910.KS,KOSPI
대창솔루션,096350.KQ,KOSDAQ
네오펙트,290660.KQ,KOSDAQ
대모,317850.KQ,KOSDAQ
우리산업,215360.KQ,KOSDAQ
더라미,032860.KQ,KOSDAQ
엠투엔,033310.KQ,KOSDAQ
덕우전자,263600.KQ,KOSDAQ
홈캐스트,064240.KQ,KOSDAQ
한일단조,024740.KQ,KOSDAQ
제너셈,217190.KQ,KOSDAQ
SDN,099220.KQ,KOSDAQ
티플랙스,081150.KQ,KOSDAQ
HLB제넥스,187420.KQ,KOSDAQ
한켐,457370.KQ,KOSDAQ
라이콤,388790.KQ,KOSDAQ
한국가구,004590.KQ,KOSDAQ
한국컴퓨터,054040.KQ,KOSDAQ
큐에스아이,066310.KQ,KOSDAQ
파워넷,037030.KQ,KOSDAQ
라이온켐텍,171120.KQ,KOSDAQ
인스코비,006490.KS,KOSPI
빛과전자,069540.KQ,KOSDAQ
이노메트리,302430.KQ,KOSDAQ
금강철강,053260.KQ,KOSDAQ
셀바이오휴먼텍,318160.KQ,KOSDAQ
덕성,004830.KS,KOSPI
푸드나무,290720.KQ,KOSDAQ
누리플렉스,040160.KQ,KOSDAQ
한국전자인증,041460.KQ,KOSDAQ
TJ미디어,032540.KQ,KOSDAQ
대림제지,017650.KQ,KOSDAQ
호전실업,111110.KS,KOSPI
HLB파나진,046210.KQ,KOSDAQ
SM Life Design,063440.KQ,KOSDAQ
서울리거,043710.KQ,KOSDAQ
인터지스,129260.KS,KOSPI
제로투세븐,159580.KQ,KOSDAQ
SG글로벌,001380.KS,KOSPI
서플러스글로벌,140070.KQ,KOSDAQ
소마젠,950200.KQ,KOSDAQ
SCL사이언스,246960.KQ,KOSDAQ
경창산업,024910.KQ,KOSDAQ
iMBC,052220.KQ,KOSDAQ
유신,054930.KQ,KOSDAQ
예림당,036000.KQ,KOSDAQ
와이엠씨,155650.KQ,KOSDAQ
티이엠씨씨엔에스,241790.KQ,KOSDAQ
현대에이치티,039010.KQ,KOSDAQ
3S,060310.KQ,KOSDAQ
윈팩,097800.KQ,KOSDAQ
유유제약,000220.KS,KOSPI
코오롱인더우,120115.KS,KOSPI
코어라인소프트,384470.KQ,KOSDAQ
시그네틱스,033170.KQ,KOSDAQ
아이티센씨티에스,031820.KS,KOSPI
하이스틸,071090.KS,KOSPI
로스웰,900260.KQ,KOSDAQ
오픈베이스,049480.KQ,KOSDAQ
동원금속,018500.KS,KOSPI
대현,016090.KS,KOSPI
제이씨케미칼,137950.KQ,KOSDAQ
삼양케이씨아이,036670.KQ,KOSDAQ
오리엔트정공,065500.KQ,KOSDAQ
경남스틸,039240.KQ,KOSDAQ
국순당,043650.KQ,KOSDAQ
이삭엔지니어링,351330.KQ,KOSDAQ
자이글,234920.KQ,KOSDAQ
대성하이텍,129920.KQ,KOSDAQ
인지소프트,100030.KQ,KOSDAQ
토마토시스템,393210.KQ,KOSDAQ
유투바이오,221800.KQ,KOSDAQ
HLB펩,196300.KQ,KOSDAQ
슈프리마에이치큐,094840.KQ,KOSDAQ
신스틸,162300.KQ,KOSDAQ
차백신연구소,261780.KQ,KOSDAQ
피엔케이피부임상연구센타,347740.KQ,KOSDAQ
진양제약,007370.KQ,KOSDAQ
DL이앤씨2우(전환),37550L.KS,KOSPI
앱튼,270520.KQ,KOSDAQ
깨끗한나라,004540.KS,KOSPI
지에스이,053050.KQ,KOSDAQ
현우산업,092300.KQ,KOSDAQ
테이팩스,055490.KS,KOSPI
아이디피,332370.KQ,KOSDAQ
상지건설,042940.KQ,KOSDAQ
아이티센엔텍,010280.KQ,KOSDAQ
DYP,092780.KS,KOSPI
동일금속,109860.KQ,KOSDAQ
혜인,003010.KS,KOSPI
조비,001550.KS,KOSPI
테라사이언스,073640.KQ,KOSDAQ
유니온,000910.KS,KOSPI
삼기,122350.KQ,KOSDAQ
팬젠,222110.KQ,KOSDAQ
백금T&A,046310.KQ,KOSDAQ
서울평가정보,036120.KQ,KOSDAQ
블리츠웨이엔터테인먼트,369370.KQ,KOSDAQ
신일제약,012790.KQ,KOSDAQ
코스맥스엔비티,222040.KQ,KOSDAQ
오리콤,010470.KQ,KOSDAQ
제이피아이헬스케어,0010V0.KQ,KOSDAQ
꿈비,407400.KQ,KOSDAQ
와이즈버즈,273060.KQ,KOSDAQ
에스퓨얼셀,288620.KQ,KOSDAQ
SG&G,040610.KQ,KOSDAQ
자연과환경,043910.KQ,KOSDAQ
엘컴텍,037950.KQ,KOSDAQ
모바일어플라이언스,087260.KQ,KOSDAQ
현대건설우,000725.KS,KOSPI
위너스,479960.KQ,KOSDAQ
SKAI,357880.KQ,KOSDAQ
브리지텍,064480.KQ,KOSDAQ
기신정기,092440.KS,KOSPI
원익큐브,014190.KQ,KOSDAQ
일신바이오,068330.KQ,KOSDAQ
케이사인,192250.KQ,KOSDAQ
디와이덕양,024900.KS,KOSPI
우듬지팜,403490.KQ,KOSDAQ
엠아이큐브솔루션,373170.KQ,KOSDAQ
삼현철강,017480.KQ,KOSDAQ
캐리소프트,317530.KQ,KOSDAQ
알체라,347860.KQ,KOSDAQ
일지테크,019540.KQ,KOSDAQ
프로티아,303360.KQ,KOSDAQ
화승알앤에이,378850.KS,KOSPI
NEW,160550.KQ,KOSDAQ
비상교육,100220.KS,KOSPI
디지틀조선,033130.KQ,KOSDAQ
대진첨단소재,393970.KQ,KOSDAQ
엔투텍,227950.KQ,KOSDAQ
구영테크,053270.KQ,KOSDAQ
노브랜드,145170.KQ,KOSDAQ
엔시스,333620.KQ,KOSDAQ
에스엠씨지,460870.KQ,KOSDAQ
액토즈소프트,052790.KQ,KOSDAQ
린드먼아시아,277070.KQ,KOSDAQ
에이스토리,241840.KQ,KOSDAQ
제이티,089790.KQ,KOSDAQ
남양유업우,003925.KS,KOSPI
솔디펜스,215090.KQ,KOSDAQ
모아라이프플러스,142760.KQ,KOSDAQ
이상네트웍스,080010.KQ,KOSDAQ
에스씨디,042110.KQ,KOSDAQ
TPC,048770.KQ,KOSDAQ
선바이오,067370.KQ,KOSDAQ
케이엘넷,039420.KQ,KOSDAQ
네오크레마,311390.KQ,KOSDAQ
조광페인트,004910.KS,KOSPI
덴티스,261200.KQ,KOSDAQ
다스코,058730.KS,KOSPI
오비고,352910.KQ,KOSDAQ
아스플로,159010.KQ,KOSDAQ
케이비아이동국실업,001620.KS,KOSPI
롯데칠성우,005305.KS,KOSPI
옵트론텍,082210.KQ,KOSDAQ
지에프씨생명과학,388610.KQ,KOSDAQ
한성크린텍,066980.KQ,KOSDAQ
전방,000950.KS,KOSPI
M83,476080.KQ,KOSDAQ
링크제니시스,219420.KQ,KOSDAQ
인지디스플레,037330.KQ,KOSDAQ
에쓰씨엔지니어링,023960.KS,KOSPI
케어랩스,263700.KQ,KOSDAQ
화인써키트,127980.KQ,KOSDAQ
오리엔트바이오,002630.KS,KOSPI
강동씨앤엘,198440.KQ,KOSDAQ
우리로,046970.KQ,KOSDAQ
미래에셋맵스리츠,357250.KS,KOSPI
유니온머티리얼,047400.KS,KOSPI
한울반도체,320000.KQ,KOSDAQ
희림,037440.KQ,KOSDAQ
해성옵틱스,076610.KQ,KOSDAQ
DSR,155660.KS,KOSPI
에스넷,038680.KQ,KOSDAQ
아이진,185490.KQ,KOSDAQ
에코캡,128540.KQ,KOSDAQ
미래생명자원,218150.KQ,KOSDAQ
인디에프,014990.KS,KOSPI
광명전기,017040.KS,KOSPI
고려산업,002140.KS,KOSPI
쎄노텍,222420.KQ,KOSDAQ
한국비티비,219750.KQ,KOSDAQ
와이어블,065530.KQ,KOSDAQ
엑스플러스,373200.KQ,KOSDAQ
TS인베스트먼트,246690.KQ,KOSDAQ
웨이브일렉트로,095270.KQ,KOSDAQ
탑엔지니어링,065130.KQ,KOSDAQ
제이엔비,452160.KQ,KOSDAQ
푸드웰,005670.KQ,KOSDAQ
엔젠바이오,354200.KQ,KOSDAQ
휴림에이텍,078590.KQ,KOSDAQ
텔콘RF제약,200230.KQ,KOSDAQ
오상자이엘,053980.KQ,KOSDAQ
소노스퀘어,007720.KQ,KOSDAQ
서진오토모티브,122690.KQ,KOSDAQ
비아이매트릭스,413640.KQ,KOSDAQ
서암기계공업,100660.KQ,KOSDAQ
이오플로우,294090.KQ,KOSDAQ
얼라인드,238120.KQ,KOSDAQ
명문제약,017180.KS,KOSPI
삼화왕관,004450.KS,KOSPI
유엔젤,072130.KS,KOSPI
성안머티리얼스,011300.KS,KOSPI
수산아이앤티,050960.KQ,KOSDAQ
사이냅소프트,466410.KQ,KOSDAQ
KBI메탈,024840.KQ,KOSDAQ
제일바이오,052670.KQ,KOSDAQ
알리코제약,260660.KQ,KOSDAQ
디알젬,263690.KQ,KOSDAQ
우리산업홀딩스,072470.KQ,KOSDAQ
티비씨,033830.KQ,KOSDAQ
흥국,010240.KQ,KOSDAQ
데이원컴퍼니,373160.KQ,KOSDAQ
와이랩,432430.KQ,KOSDAQ
제노레이,122310.KQ,KOSDAQ
파라텍,033540.KQ,KOSDAQ
셀로맥스사이언스,471820.KQ,KOSDAQ
픽셀플러스,087600.KQ,KOSDAQ
에이아이코리아,364950.KQ,KOSDAQ
새론오토모티브,075180.KS,KOSPI
코콤,015710.KQ,KOSDAQ
쎄니트,037760.KQ,KOSDAQ
다산디엠씨,208860.KQ,KOSDAQ
디와이디,219550.KQ,KOSDAQ
대양금속,009190.KS,KOSPI
SK케미칼우,28513K.KS,KOSPI
화인베스틸,133820.KS,KOSPI
산돌,419120.KQ,KOSDAQ
민테크,452200.KQ,KOSDAQ
메이슨캐피탈,021880.KQ,KOSDAQ
알비더블유,361570.KQ,KOSDAQ
서원,021050.KS,KOSPI
TS트릴리온,317240.KQ,KOSDAQ
뉴온,123840.KQ,KOSDAQ
알피바이오,314140.KQ,KOSDAQ
DGI,099520.KQ,KOSDAQ
멤레이비티,072770.KQ,KOSDAQ
비트맥스,377030.KQ,KOSDAQ
씨아이테크,004920.KS,KOSPI
미래산업,025560.KS,KOSPI
신라섬유,001000.KQ,KOSDAQ
써니전자,004770.KS,KOSPI
한국첨단소재,062970.KQ,KOSDAQ
아티스트컴퍼니,321820.KQ,KOSDAQ
SJM,123700.KS,KOSPI
포인트엔지니어링,256630.KQ,KOSDAQ
에프엔씨엔터,173940.KQ,KOSDAQ
EDGC,245620.KQ,KOSDAQ
대륙제관,004780.KQ,KOSDAQ
스테이지원엔터,078860.KQ,KOSDAQ
그린생명과학,114450.KQ,KOSDAQ
HB인베스트먼트,440290.KQ,KOSDAQ
원바이오젠,307280.KQ,KOSDAQ
원풍,008370.KQ,KOSDAQ
서울식품,004410.KS,KOSPI
상신브레이크,041650.KS,KOSPI
DSR제강,069730.KS,KOSPI
금호전기,001210.KS,KOSPI
씨티알모빌리티,308170.KS,KOSPI
키이스트,054780.KQ,KOSDAQ
보해양조,000890.KS,KOSPI
알에프텍,061040.KQ,KOSDAQ
이글루,067920.KQ,KOSDAQ
머큐리,100590.KQ,KOSDAQ
유라클,088340.KQ,KOSDAQ
평화홀딩스,010770.KS,KOSPI
서린바이오,038070.KQ,KOSDAQ
엠젠솔루션,032790.KQ,KOSDAQ
태양,053620.KQ,KOSDAQ
베노티앤알,206400.KQ,KOSDAQ
씨앤투스,352700.KQ,KOSDAQ
덕신이피씨,090410.KQ,KOSDAQ
나라엠앤디,051490.KQ,KOSDAQ
우성,006980.KS,KOSPI
아이앤씨,052860.KQ,KOSDAQ
신한글로벌액티브리츠,481850.KS,KOSPI
THE CUBE&,013720.KQ,KOSDAQ
디티씨,066670.KQ,KOSDAQ
하츠,066130.KQ,KOSDAQ
와이엠,007530.KQ,KOSDAQ
유성기업,002920.KS,KOSPI
동우팜투테이블,088910.KQ,KOSDAQ
에스디생명공학,217480.KQ,KOSDAQ
삼천리자전거,024950.KQ,KOSDAQ
유안타증권우,003475.KS,KOSPI
티사이언티픽,057680.KQ,KOSDAQ
쓰리에이로직스,177900.KQ,KOSDAQ
포시에스,189690.KQ,KOSDAQ
한국팩키지,037230.KQ,KOSDAQ
램테크놀러지,171010.KQ,KOSDAQ
SB성보,003080.KS,KOSPI
뱅크웨어글로벌,199480.KQ,KOSDAQ
그린플러스,186230.KQ,KOSDAQ
플레이디,237820.KQ,KOSDAQ
아이크래프트,052460.KQ,KOSDAQ
일월지엠엘,178780.KQ,KOSDAQ
코아스,071950.KS,KOSPI
보라티알,250000.KQ,KOSDAQ
제이에스티나,026040.KQ,KOSDAQ
대구백화점,006370.KS,KOSPI
선도전기,007610.KS,KOSPI
지더블유바이텍,036180.KQ,KOSDAQ
포메탈,119500.KQ,KOSDAQ
코디,080530.KQ,KOSDAQ
나래나노텍,137080.KQ,KOSDAQ
아티스트스튜디오,200350.KQ,KOSDAQ
SGA솔루션즈,184230.KQ,KOSDAQ
SJM홀딩스,025530.KS,KOSPI
BYC우,001465.KS,KOSPI
캐프,198080.KQ,KOSDAQ
와토스코리아,079000.KQ,KOSDAQ
제일테크노스,038010.KQ,KOSDAQ
범양건영,002410.KS,KOSPI
이글벳,044960.KQ,KOSDAQ
삼화전자,011230.KS,KOSPI
앱토크롬,109960.KQ,KOSDAQ
에이비프로바이오,195990.KQ,KOSDAQ
대원,007680.KQ,KOSDAQ
에코볼트,097780.KQ,KOSDAQ
엔텔스,069410.KQ,KOSDAQ
하이즈항공,221840.KQ,KOSDAQ
유에스티,263770.KQ,KOSDAQ
갤럭시아에스엠,011420.KS,KOSPI
포스뱅크,105760.KQ,KOSDAQ
신화인터텍,056700.KQ,KOSDAQ
효성오앤비,097870.KQ,KOSDAQ
동일기연,032960.KQ,KOSDAQ
아진전자부품,009320.KS,KOSPI
티웨이홀딩스,004870.KS,KOSPI
네이블,153460.KQ,KOSDAQ
아이에이,038880.KQ,KOSDAQ
EG,037370.KQ,KOSDAQ
티디에스팜,464280.KQ,KOSDAQ
평화산업,090080.KS,KOSPI
에스코넥,096630.KQ,KOSDAQ
이건산업,008250.KS,KOSPI
파이오링크,170790.KQ,KOSDAQ
메타케어,118000.KS,KOSPI
알에프세미,096610.KQ,KOSDAQ
리튬포어스,073570.KQ,KOSDAQ
형지엘리트,093240.KS,KOSPI
에이텍모빌리티,224110.KQ,KOSDAQ
비씨월드제약,200780.KQ,KOSDAQ
트윔,290090.KQ,KOSDAQ
큐캐피탈,016600.KQ,KOSDAQ
토탈소프트,045340.KQ,KOSDAQ
화신정공,126640.KQ,KOSDAQ
영림원소프트랩,060850.KQ,KOSDAQ
옴니시스템,057540.KQ,KOSDAQ
모비데이즈,363260.KQ,KOSDAQ
모아텍,033200.KQ,KOSDAQ
씨유테크,376290.KQ,KOSDAQ
상신전자,263810.KQ,KOSDAQ
씨엔알리서치,359090.KQ,KOSDAQ
마니커,027740.KS,KOSPI
PN풍년,024940.KQ,KOSDAQ
나노실리칸첨단소재,286750.KQ,KOSDAQ
진매트릭스,109820.KQ,KOSDAQ
경남제약,053950.KQ,KOSDAQ
차이커뮤니케이션,351870.KQ,KOSDAQ
우양,103840.KQ,KOSDAQ
사토시홀딩스,223310.KQ,KOSDAQ
